row_number,index_solo,long_solo,lat_solo,alt_solo,pontos_solo,cob_pais_solo,cob_arb_solo,solo_exp_solo,a_pav_solo,a_edf_solo,agua_solo,index,dia,long,lat,hora,temp,ur,alt,v,distance
1576,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1575,2011-07-12 00:00:00,609188,8268692,19:46:40,29.4506356175583,53.6081968078057,201 m,0 km/h,127.059041394149
1577,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1576,2011-07-12 00:00:00,609188,8268692,19:46:50,29.4506356175583,53.7057400342293,200 m,0 km/h,127.059041394149
1578,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1577,2011-07-12 00:00:00,609188,8268692,19:47:00,29.4506356175583,53.8032832606529,200 m,0 km/h,127.059041394149
1579,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1578,2011-07-12 00:00:00,609188,8268692,19:47:10,29.4506356175583,53.7057400342293,200 m,0 km/h,127.059041394149
1580,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1579,2011-07-12 00:00:00,609188,8268692,19:47:20,29.4506356175583,53.7057400342293,200 m,0 km/h,127.059041394149
1581,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1580,2011-07-12 00:00:00,609188,8268692,19:47:30,29.4506356175583,53.7057400342293,200 m,11 km/h,127.059041394149
1582,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1581,2011-07-12 00:00:00,609160,8268703,19:47:40,29.4506356175583,53.8032832606529,202 m,34 km/h,97.2471079261486
1583,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1582,2011-07-12 00:00:00,609074,8268740,19:47:50,29.4506356175583,53.6081968078057,204 m,35 km/h,12.1655250605964
1584,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,1583,2011-07-12 00:00:00,608983,8268778,19:48:00,29.4506356175583,52.9253942228405,203 m,36 km/h,96.5660395791398
2099,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,2098,2011-07-21 00:00:00,609187,8268692,19:51:14,26.8105432977032,71.7512369225962,179 m,0 km/h,126.178445068879
2100,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,2099,2011-07-21 00:00:00,609187,8268692,19:51:24,26.8105432977032,71.4586072433254,180 m,0 km/h,126.178445068879
2101,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,2100,2011-07-21 00:00:00,609187,8268692,19:51:34,26.8105432977032,71.3610640169018,179 m,0 km/h,126.178445068879
2102,0,609076,8268752,,P1,21.74,6.34,10.23,35.2,26.5,0,2101,2011-07-21 00:00:00,609187,8268692,19:51:44,26.8105432977032,71.4586072433254,179 m,0 km/h,126.178445068879
