row_number,index_solo,long_solo,lat_solo,alt_solo,pontos_solo,cob_pais_solo,cob_arb_solo,solo_exp_solo,a_pav_solo,a_edf_solo,agua_solo,index,dia,long,lat,hora,temp,ur,alt,v,distance
3910,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3909,2016-10-29 00:00:00,609053,8268754, 0:3:34,27.2,49.8,196,12.63,23.0867927612304
3911,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3910,2016-10-29 00:00:00,609049,8268756, 0:3:35,27.2,49.8,195.9,12.63,27.2946881279124
3912,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3911,2016-10-29 00:00:00,609039,8268761, 0:3:37,27.2,49.8,195.7,12.63,38.0788655293195
3913,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3912,2016-10-29 00:00:00,609035,8268762, 0:3:38,27.2,49.8,195.3,12.63,42.2018956920184
3914,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3913,2016-10-29 00:00:00,609031,8268764, 0:3:39,27.2,49.8,195.2,12.63,46.5725240887801
3915,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3914,2016-10-29 00:00:00,608999,8268777, 0:3:46,27.3,49.1,193.5,20.24,80.9567785920364
3916,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3915,2016-10-29 00:00:00,608993,8268781, 0:3:47,27.3,49.1,193.5,21.15,87.9204185613331
3917,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3916,2016-10-29 00:00:00,608988,8268783, 0:3:48,27.3,49.1,193.3,21.15,93.3005894943864
3918,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3917,2016-10-29 00:00:00,608983,8268785, 0:3:49,27.3,49.9,193.5,21.15,98.6813052203912
3919,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3918,2016-10-29 00:00:00,608977,8268788, 0:3:50,27.3,49.9,193.4,21.15,105.342299196477
3920,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,3919,2016-10-29 00:00:00,608971,8268790, 0:3:51,27.3,49.9,193.4,22.22,111.664676599182
8002,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8001,2016-11-12 00:00:00,609079,8268747, 23:29:59,27.7,76.7,201.2,0.24,5.8309518948453
8003,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8002,2016-11-12 00:00:00,609079,8268747, 23:30:0,27.7,76.7,201.3,0.24,5.8309518948453
8004,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8003,2016-11-12 00:00:00,609079,8268747, 23:30:1,27.7,76.7,201.5,0.24,5.8309518948453
8005,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8004,2016-11-12 00:00:00,609079,8268747, 23:30:2,27.7,76.7,201.7,0.24,5.8309518948453
8006,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8005,2016-11-12 00:00:00,609079,8268747, 23:30:3,27.7,76.7,201.7,0.24,5.8309518948453
8007,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8006,2016-11-12 00:00:00,609079,8268746, 23:30:4,27.7,76.7,201.7,0.33,6.70820393249937
8008,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8007,2016-11-12 00:00:00,609079,8268746, 23:30:5,27.7,76.7,201.4,0.33,6.70820393249937
8009,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8008,2016-11-12 00:00:00,609079,8268746, 23:30:6,27.7,76.7,201.2,0.33,6.70820393249937
8010,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8009,2016-11-12 00:00:00,609079,8268746, 23:30:7,27.7,76.7,201,0.33,6.70820393249937
8011,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8010,2016-11-12 00:00:00,609079,8268746, 23:30:8,27.7,76.7,200.8,0.33,6.70820393249937
8012,0,609076,8268752,,P1,19.01,8.31,15.44,23.61,33.62,0,8011,2016-11-12 00:00:00,609078,8268746, 23:30:9,27.7,76.6,200.8,0.13,6.32455532033676
