DIA,LONG,LAT,HORA,T(°C) ,Ur (%),ALT (m),V(km/h),Unnamed: 8,LONG,LAT,ALT (m),PONTOS,Unnamed: 4,COB. PAIS (%),COB. ARB.(%),SOLO EXP.(%),A. PAV.(%),A. EDF. (%),ÁGUA(%)
2011-04-12,608139,8269147,19:59:04,26.505917260796743,82.96870796131077,197 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,608053,8269182,19:59:14,26.404375248494627,82.77362150846356,197 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607965,8269219,19:59:24,26.404375248494627,82.87116473488717,197 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607878,8269256,19:59:34,26.404375248494627,83.26133764058159,197 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607793,8269293,19:59:44,26.302833236192505,83.06625118773437,196 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607708,8269329,19:59:54,26.302833236192505,82.48099182919275,196 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607626,8269364,20:00:04,26.302833236192505,82.77362150846356,195 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607543,8269399,20:00:14,26.302833236192505,82.96870796131077,196 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607460,8269435,20:00:24,26.302833236192505,83.06625118773437,196 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607373,8269472,20:00:34,26.302833236192505,82.96870796131077,199 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607286,8269510,20:00:44,26.302833236192505,82.67607828203995,202 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607200,8269546,20:00:54,26.201291223890387,82.48099182919275,205 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607115,8269583,20:01:04,26.201291223890387,82.67607828203995,207 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,607029,8269619,20:01:14,26.201291223890387,83.4564240934288,205 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606943,8269656,20:01:24,26.099749211588268,84.33431313124125,202 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606861,8269692,20:01:34,26.099749211588268,84.23676990481763,200 m,29 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606786,8269723,20:01:44,25.99820719928615,84.82202926335927,198 m,9 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606764,8269733,20:01:54,25.99820719928615,85.11465894263009,197 m,0 km/h,P2,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606764,8269733,20:02:04,25.99820719928615,85.11465894263009,197 m,0 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606764,8269733,20:02:14,25.99820719928615,85.01711571620646,197 m,0 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606764,8269733,20:02:24,25.99820719928615,85.50483184832449,197 m,0 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606764,8269733,20:02:34,25.99820719928615,85.6999183011717,198 m,0 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606764,8269733,20:02:44,25.89666518698403,85.6999183011717,197 m,0.0 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606764,8269733,20:02:54,25.89666518698403,85.89500475401891,198 m,22 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606709,8269757,20:03:04,25.89666518698403,85.50483184832449,199 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606622,8269794,20:03:14,25.89666518698403,85.01711571620646,200 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606536,8269832,20:03:24,25.795123174681912,85.21220216905368,200 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606450,8269871,20:03:34,25.89666518698403,85.50483184832449,200 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606365,8269909,20:03:44,25.795123174681912,85.50483184832449,200 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606284,8269945,20:03:54,25.795123174681912,85.3097453954773,200 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606203,8269981,20:04:04,25.89666518698403,84.91957248978287,200 m,30 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606127,8270018,20:04:14,25.89666518698403,84.82202926335927,200 m,20 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606076,8270040,20:04:24,25.89666518698403,84.91957248978287,198 m,2 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,606062,8270046,20:05:34,25.89666518698403,84.72448603693566,199 m,28 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605991,8270076,20:05:44,25.99820719928615,84.52939958408844,200 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605906,8270109,20:05:54,25.99820719928615,84.52939958408844,199 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605822,8270142,20:06:04,25.99820719928615,84.62694281051205,198 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605737,8270174,20:06:14,25.99820719928615,84.91957248978287,198 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605655,8270208,20:06:24,25.99820719928615,84.52939958408844,197 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605572,8270243,20:06:34,25.99820719928615,84.13922667839402,195 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605485,8270279,20:06:44,26.099749211588268,84.04168345197041,192 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605401,8270314,20:06:54,26.099749211588268,84.13922667839402,189 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605318,8270349,20:07:04,26.099749211588268,84.43185635766484,186 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605235,8270384,20:07:14,26.099749211588268,84.72448603693566,184 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605148,8270421,20:07:24,26.099749211588268,84.72448603693566,183 m,34 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,605064,8270464,20:07:34,26.099749211588268,84.72448603693566,182 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604983,8270503,20:07:44,26.099749211588268,85.11465894263009,181 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604898,8270538,20:07:54,26.099749211588268,84.62694281051205,180 m,29 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604823,8270566,20:08:04,26.201291223890387,84.62694281051205,178 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604736,8270596,20:08:14,26.201291223890387,84.33431313124125,176 m,32 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604654,8270633,20:08:24,26.201291223890387,84.52939958408844,176 m,33 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604571,8270670,20:08:34,26.201291223890387,84.52939958408844,175 m,23 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604517,8270703,20:08:44,26.201291223890387,84.91957248978287,176 m,25 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604467,8270752,20:08:54,26.201291223890387,84.23676990481763,178 m,14 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604446,8270785,20:09:04,26.201291223890387,83.84659699912322,179 m,19 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604407,8270819,20:09:14,26.201291223890387,83.84659699912322,181 m,21 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604370,8270775,20:09:24,26.201291223890387,83.55396731985239,181 m,30 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604309,8270719,20:09:34,26.302833236192505,83.4564240934288,178 m,30 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604229,8270699,20:09:44,26.302833236192505,83.4564240934288,178 m,30 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604148,8270692,20:09:54,26.404375248494627,83.06625118773437,178 m,26 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,604076,8270686,20:10:04,26.404375248494627,83.06625118773437,178 m,30 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
2011-04-12,603995,8270679,20:10:14,26.404375248494627,82.96870796131077,178 m,31 km/h,,608133,8269155,,P1.6,,26.757920873102364,10.504612608728628,12.046672973825292,28.492389494988203,22.198404049355513,0.0
